team,elo,matches_played,first_match_date,last_match_date_x,career_points_per_game,career_goals_for_per_game,career_goals_against_per_game,career_goal_diff_per_game,career_win_rate,career_clean_sheet_rate,last_5_matches,last_5_points_per_game,last_5_goals_for_per_game,last_5_goals_against_per_game,last_5_goal_diff_per_game,last_5_win_rate,last_5_clean_sheet_rate,last_5_failed_to_score_rate,last_10_matches,last_10_points_per_game,last_10_goals_for_per_game,last_10_goals_against_per_game,last_10_goal_diff_per_game,last_10_win_rate,last_10_clean_sheet_rate,last_10_failed_to_score_rate,last_20_matches,last_20_points_per_game,last_20_goals_for_per_game,last_20_goals_against_per_game,last_20_goal_diff_per_game,last_20_win_rate,last_20_clean_sheet_rate,last_20_failed_to_score_rate,last_50_matches,last_50_points_per_game,last_50_goals_for_per_game,last_50_goals_against_per_game,last_50_goal_diff_per_game,last_50_win_rate,last_50_clean_sheet_rate,last_50_failed_to_score_rate,custom_elo,strength_score_v1,matches,weighted_goals_for,weighted_goals_against,attack_rating,defense_rating,last_10_goals_for,last_10_goals_against,last_20_goals_for,last_20_goals_against,last_50_goals_for,last_50_goals_against,last_match_date_y,net_rating,market_value_eur,elo_norm,market_norm,attack_norm,defense_norm,form_norm,intelligence_score,decimal_odds,market_champion_prob,source,market_score,intelligence_score_v2
Libya,1533.9794801985463,209.0,1991-11-27,2026-03-31,1.38755980861244,1.1578947368421053,1.1435406698564594,0.0143540669856459,0.3827751196172249,0.3397129186602871,5.0,1.4,0.6,0.4,0.2,0.2,0.8,0.6,10.0,1.5,0.8,0.6,0.2,0.3,0.7,0.4,20.0,1.75,1.2,0.7,0.5,0.45,0.5,0.25,50.0,1.46,1.2,1.1,0.1,0.4,0.32,0.36,1533.9794801985463,874.2907660893459,209.0,1.1264084377950585,1.0328861314128,0.8492069477058439,0.778699847722864,0.8,0.6,1.2,0.7,1.2,1.1,2026-03-31,0.0705070999829798,102600000.0,0.4867498486657304,0.4149826246053963,0.2945115933465727,0.4455729195611302,0.5555555555555555,0.4406763356760657,999.0,0.0005852107019491,not_listed,0.0,0.34991478206932425
Iraq,1696.5368069502897,340.0,1990-06-01,2026-03-31,1.626470588235294,1.5235294117647058,1.0,0.5235294117647059,0.4470588235294118,0.3764705882352941,5.0,1.8,1.2,1.0,0.2,0.6,0.2,0.4,10.0,1.9,1.2,0.9,0.3,0.6,0.4,0.2,20.0,2.1,1.3,0.6,0.7,0.65,0.6,0.25,50.0,1.84,1.36,0.88,0.48,0.52,0.44,0.28,1703.4990086140394,996.5745538763176,340.0,1.3565618335128908,0.954112566692907,0.9575402069696948,0.720989118810287,1.2,0.9,1.3,0.6,1.36,0.88,2026-03-31,0.3034092270754406,23900000.0,0.6802980660738316,0.0956272306363382,0.3968778458975212,0.4990026609866964,0.7037037037037036,0.4667635771879286,999.0,0.0005852107019491,not_listed,0.0,0.3385810969887361
Albania,1546.9680479831663,273.0,1990-05-30,2026-03-31,1.15018315018315,1.0146520146520146,1.347985347985348,-0.3333333333333333,0.315018315018315,0.315018315018315,5.0,1.2,1.2,1.4,-0.2,0.4,0.2,0.4,10.0,1.7,1.0,0.8,0.2,0.5,0.5,0.3,20.0,1.5,1.15,1.0,0.15,0.45,0.35,0.3,50.0,1.44,1.08,1.08,0.0,0.42,0.38,0.32,1546.9680479831663,864.1356215924249,273.0,1.03350335638654,1.1713990864311776,0.7791651778095453,0.8831257023259478,1.0,0.8,1.15,1.0,1.08,1.08,2026-03-31,-0.1039605245164024,97850000.0,0.5015794919811359,0.4045923830566106,0.2531898261961524,0.3690506745186055,0.6296296296296295,0.4329999560277269,999.0,0.0005852107019491,not_listed,0.0,0.3453505657415014
Guatemala,1535.651162730598,228.0,1990-11-30,2026-03-27,1.2763157894736843,1.25,1.355263157894737,-0.1052631578947368,0.3421052631578947,0.2982456140350877,5.0,1.0,1.4,2.6,-1.2,0.2,0.0,0.2,10.0,1.2,1.2,2.0,-0.8,0.3,0.1,0.3,20.0,1.5,1.65,1.6,0.05,0.4,0.2,0.2,50.0,1.44,1.24,1.28,-0.04,0.38,0.3,0.34,1535.651162730598,719.043023228769,228.0,1.2744210010367154,1.3674249152108602,0.960794621266431,1.030910901853892,1.2,2.0,1.65,1.6,1.24,1.28,2026-03-27,-0.070116280587461,102600000.0,0.4886584852527662,0.4149826246053963,0.360343737088151,0.2872494952430168,0.4444444444444444,0.4163595552839368,999.0,0.0005852107019491,not_listed,0.0,0.34633025017190333
Czechoslovakia,1508.276185337876,36.0,1990-02-21,1993-11-17,1.3055555555555556,1.3055555555555556,1.1666666666666667,0.1388888888888889,0.3333333333333333,0.2777777777777778,5.0,1.8,2.2,1.0,1.2,0.4,0.4,0.2,10.0,1.2,1.6,1.2,0.4,0.2,0.2,0.2,20.0,1.1,1.4,1.35,0.05,0.2,0.15,0.2,36.0,1.3055555555555556,1.3055555555555556,1.1666666666666667,0.1388888888888889,0.3333333333333333,0.2777777777777778,0.25,1508.276185337876,754.7242834020443,36.0,1.321758664288016,1.1582538420187851,0.9964828060955988,0.8732154135623561,1.6,1.2,1.4,1.35,1.3055555555555556,1.1666666666666667,1993-11-17,0.1232673925332425,102600000.0,0.4574032185264334,0.4149826246053963,0.3813983001826505,0.3755267912857943,0.4444444444444444,0.4218199908003119,999.0,0.0005852107019491,not_listed,0.0,0.3432575051542101
Palestine,1511.1897036018886,187.0,1992-09-11,2025-12-07,1.2459893048128343,1.320855614973262,1.3422459893048129,-0.0213903743315508,0.3315508021390374,0.3636363636363636,5.0,1.2,0.6,0.6,0.0,0.2,0.6,0.6,10.0,1.3,0.9,0.9,0.0,0.3,0.4,0.4,20.0,1.05,1.0,1.35,-0.35,0.25,0.35,0.4,50.0,1.26,1.22,1.22,0.0,0.34,0.42,0.4,1511.1897036018886,754.0353666208499,187.0,1.3274142041226888,1.239477836236706,1.0007465558683124,0.934450732737786,0.9,0.9,1.0,1.35,1.22,1.22,2025-12-07,0.0662958231305264,102600000.0,0.4607297159020245,0.4149826246053963,0.3839137374075605,0.3377089736607925,0.4814814814814814,0.4213926115254587,999.0,0.0005852107019491,not_listed,0.0,0.34232760026216413
Guyana,1460.9639700313865,119.0,1990-04-29,2026-03-30,1.361344537815126,1.512605042016807,1.6974789915966386,-0.1848739495798319,0.3949579831932773,0.2521008403361344,5.0,2.4,2.0,0.6,1.4,0.8,0.4,0.2,10.0,2.1,2.3,1.6,0.7,0.7,0.2,0.2,20.0,1.6,1.9,1.75,0.15,0.5,0.1,0.25,50.0,1.44,1.6,1.76,-0.16,0.44,0.24,0.32,1460.9639700313865,825.4337865141239,119.0,1.6745927900786062,1.6631873765472904,1.262486842425094,1.2538882239424316,2.3,1.6,1.9,1.75,1.6,1.76,2026-03-30,0.0085986184826625,102600000.0,0.4033846932285396,0.4149826246053963,0.5383297550352811,0.2003228300989373,0.7777777777777778,0.4335059643292485,999.0,0.0005852107019491,not_listed,0.0,0.3232749212640409
Uganda,1497.2113912621212,366.0,1990-02-10,2025-12-30,1.4836065573770492,1.2486338797814207,0.994535519125683,0.2540983606557377,0.3907103825136612,0.4153005464480874,5.0,0.8,1.0,2.4,-1.4,0.2,0.0,0.2,10.0,1.4,1.4,1.5,-0.1,0.4,0.3,0.1,20.0,1.6,1.2,1.35,-0.15,0.5,0.45,0.15,50.0,1.28,0.96,1.18,-0.22,0.36,0.38,0.3,1497.2113912621212,739.7451260679545,366.0,1.0799380054900578,0.9781172192285073,0.814172574158759,0.7374091940091578,1.4,1.5,1.2,1.35,0.96,1.18,2025-12-30,0.0767633801496011,102600000.0,0.4447700358520393,0.4149826246053963,0.2738427520520583,0.4818093491868688,0.5185185185185185,0.4246148357372538,999.0,0.0005852107019491,not_listed,0.0,0.33592670992653595
Mayotte,1462.92463427544,24.0,2001-11-20,2023-08-24,1.3333333333333333,1.0833333333333333,1.25,-0.1666666666666666,0.3333333333333333,0.25,5.0,2.0,1.6,0.6,1.0,0.6,0.4,0.4,10.0,2.0,1.5,0.7,0.8,0.6,0.3,0.3,20.0,1.4,1.1,1.25,-0.15,0.35,0.25,0.45,24.0,1.3333333333333333,1.0833333333333333,1.25,-0.1666666666666666,0.3333333333333333,0.25,0.4166666666666667,1462.92463427544,844.316085423948,24.0,1.221206301097013,1.0112453305953362,0.9206756986868584,0.7623847014655415,1.5,0.7,1.1,1.25,1.0833333333333333,1.25,2023-08-24,0.1582909972213169,102600000.0,0.4056232734848641,0.4149826246053963,0.3366752207212274,0.4594219378249624,0.7407407407407407,0.4392024497270541,999.0,0.0005852107019491,not_listed,0.0,0.3267362285810654
Kuwait,1488.0215342608358,358.0,1990-01-21,2025-12-06,1.4860335195530727,1.5754189944134078,1.111731843575419,0.4636871508379888,0.3910614525139664,0.3324022346368715,5.0,1.6,2.0,1.8,0.2,0.4,0.2,0.0,10.0,1.0,1.4,1.8,-0.4,0.2,0.1,0.3,20.0,1.0,1.05,1.45,-0.4,0.15,0.2,0.35,50.0,1.22,1.22,1.34,-0.12,0.3,0.22,0.32,1488.0215342608358,649.6096904173761,358.0,1.3875390797394271,1.229358178126999,1.0460751066767835,0.9268214539728,1.4,1.8,1.05,1.45,1.22,1.34,2025-12-06,0.1192536527039833,102600000.0,0.4342775547941956,0.4149826246053963,0.4106557204349285,0.342148158983636,0.3703703703703703,0.4057004192791393,999.0,0.0005852107019491,not_listed,0.0,0.33582838955103456
Gambia,1472.653497410112,138.0,1990-02-21,2026-03-31,1.1521739130434785,1.0869565217391304,1.2463768115942029,-0.1594202898550724,0.2898550724637681,0.2971014492753623,5.0,1.4,3.0,1.8,1.2,0.4,0.4,0.0,10.0,1.5,2.4,1.6,0.8,0.4,0.3,0.0,20.0,1.15,1.95,1.7,0.25,0.3,0.2,0.1,50.0,1.42,1.4,1.18,0.22,0.38,0.3,0.18,1472.653497410112,766.6940738345504,138.0,1.3528610903301554,1.2558393751383832,1.01993113567061,0.9467858076930676,2.4,1.6,1.95,1.7,1.4,1.18,2026-03-31,0.0731453279775424,102600000.0,0.4167311625565463,0.4149826246053963,0.3952318514506936,0.3306830095996386,0.5555555555555555,0.4140443477592457,999.0,0.0005852107019491,not_listed,0.0,0.32812166779585156
Tajikistan,1449.3543442259722,166.0,1992-06-17,2025-10-14,1.3975903614457832,1.5421686746987953,1.4216867469879515,0.1204819277108433,0.3975903614457831,0.3674698795180723,5.0,2.0,1.8,1.6,0.2,0.6,0.4,0.2,10.0,1.7,1.6,1.3,0.3,0.5,0.4,0.4,20.0,1.5,1.55,1.35,0.2,0.45,0.3,0.4,50.0,1.4,1.3,1.2,0.1,0.38,0.38,0.38,1449.3543442259722,794.2094549016875,166.0,1.428166541843383,1.3327034504272044,1.0767044254289329,1.004734154468616,1.6,1.3,1.55,1.35,1.3,1.2,2025-10-14,0.0719702709603167,102600000.0,0.3901294511899613,0.4149826246053963,0.4287257603457732,0.2999849853603035,0.6296296296296295,0.41256053888671,999.0,0.0005852107019491,not_listed,0.0,0.3196986498052722
Zanzibar,1466.4089266577255,89.0,1990-12-08,2025-01-10,1.146067415730337,0.9775280898876404,1.3707865168539326,-0.3932584269662921,0.2808988764044944,0.3033707865168539,5.0,2.0,1.2,0.8,0.4,0.6,0.4,0.2,10.0,2.0,1.4,1.1,0.3,0.6,0.3,0.3,20.0,1.35,1.05,1.25,-0.2,0.35,0.25,0.4,50.0,1.3,1.08,1.14,-0.06,0.3,0.38,0.42,1466.4089266577255,817.8840169959765,89.0,1.0725875785633832,1.1320436274329675,0.8086310375319959,0.8534553553274348,1.4,1.1,1.05,1.25,1.08,1.14,2025-01-10,-0.0448243177954388,102600000.0,0.4096014498390779,0.4149826246053963,0.2705734730705926,0.3888883861215599,0.7407407407407407,0.4200995165479232,999.0,0.0005852107019491,not_listed,0.0,0.3197933234222554
Yugoslavia,1502.990368573643,16.0,1990-03-28,1992-03-25,1.1875,1.125,1.3125,-0.1875,0.3125,0.375,5.0,0.8,1.2,1.8,-0.6,0.2,0.4,0.4,10.0,1.2,1.4,1.3,0.1,0.3,0.4,0.3,16.0,1.1875,1.125,1.3125,-0.1875,0.3125,0.375,0.375,16.0,1.1875,1.125,1.3125,-0.1875,0.3125,0.375,0.375,1502.990368573643,727.3456658581395,16.0,1.1203096889023247,1.32480021657029,0.8446090596234707,0.9987758529543151,1.4,1.3,1.125,1.3125,1.125,1.3125,1992-03-25,-0.1541667933308446,102600000.0,0.4513681591924101,0.4149826246053963,0.2917990282442799,0.3029770815840287,0.4444444444444444,0.3953853727873833,999.0,0.0005852107019491,not_listed,0.0,0.3299759831171229
Haiti,1587.9924494249851,180.0,1991-05-05,2026-03-31,1.3055555555555556,1.4111111111111112,1.461111111111111,-0.05,0.3555555555555555,0.3,5.0,1.4,1.2,1.0,0.2,0.4,0.4,0.4,10.0,1.7,2.0,1.3,0.7,0.5,0.5,0.3,20.0,1.6,1.9,1.4,0.5,0.45,0.3,0.2,50.0,1.66,1.88,1.5,0.38,0.5,0.3,0.22,1527.5474106888976,853.396334810004,180.0,1.610731829080598,1.4261608947624314,1.359559965714297,0.965809988931756,2.0,1.3,1.9,1.4,1.88,1.5,2026-03-31,0.1391492770369886,55880000.0,0.4794060600210015,0.2817940426515213,0.5099260582691341,0.2671174990788953,0.6296296296296295,0.4177601282353982,999.0,0.0005852107019491,not_listed,0.0,0.3528802686065605
Palau,1487.560806035286,1.0,1998-08-01,1998-08-01,0.0,2.0,15.0,-13.0,0.0,0.0,1.0,0.0,2.0,15.0,-13.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,-13.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,-13.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,-13.0,0.0,0.0,0.0,1487.560806035286,-1270.5976372841212,1.0,2.0,15.0,1.5078135411843407,2.5,2.0,15.0,2.0,15.0,2.0,15.0,1998-08-01,-0.9921864588156591,102600000.0,0.4337515202564745,0.4149826246053963,0.6830624300793282,0.0,0.0,0.3580180527530144,999.0,0.0005852107019491,not_listed,0.0,0.29897583617843343
Guinea,1516.2487950847735,252.0,1990-09-02,2026-03-31,1.4166666666666667,1.3571428571428572,1.1785714285714286,0.1785714285714285,0.3809523809523809,0.3015873015873015,5.0,1.2,1.4,1.2,0.2,0.2,0.2,0.2,10.0,1.4,1.2,0.8,0.4,0.3,0.4,0.4,20.0,1.6,1.7,0.85,0.85,0.45,0.35,0.35,50.0,1.42,1.28,1.08,0.2,0.38,0.32,0.34,1516.2487950847735,870.3119577881481,252.0,1.34721833586716,1.1671705030050574,1.0156770248761686,0.8799377446509818,1.2,0.8,1.7,0.85,1.28,1.08,2026-03-31,0.1357392802251867,66000000.0,0.4665059125878535,0.3182783335162478,0.3927221008270263,0.3711180071251353,0.5185185185185185,0.4092745208294868,999.0,0.0005852107019491,not_listed,0.0,0.32270867745589327
Zambia,1474.4781730233674,443.0,1990-03-03,2026-03-31,1.580135440180587,1.3160270880361171,0.9661399548532732,0.3498871331828442,0.4334085778781038,0.4288939051918736,5.0,0.4,0.6,2.4,-1.8,0.0,0.2,0.6,10.0,0.8,0.5,2.0,-1.5,0.2,0.3,0.6,20.0,0.85,0.8,1.55,-0.75,0.2,0.25,0.5,50.0,1.32,1.3,1.46,-0.16,0.38,0.22,0.3,1474.4781730233674,579.5151778605153,443.0,1.2447276229694844,1.151935530961996,0.9384085824997924,0.8684519960779353,0.5,2.0,0.8,1.55,1.3,1.46,2026-03-31,0.0699565864218572,102600000.0,0.4188144783585346,0.4149826246053963,0.3471368937615919,0.3786921556951646,0.2962962962962963,0.3888347106249792,999.0,0.0005852107019491,not_listed,0.0,0.3280498016064436
Kenya,1464.7141358833803,351.0,1990-01-29,2026-03-30,1.3361823361823362,1.1538461538461535,1.1253561253561253,0.0284900284900284,0.3475783475783476,0.3162393162393162,5.0,2.0,2.0,1.8,0.2,0.6,0.6,0.2,10.0,1.5,1.7,1.8,-0.1,0.4,0.4,0.2,20.0,1.4,1.45,1.35,0.1,0.35,0.4,0.3,50.0,1.36,1.2,1.26,-0.06,0.34,0.28,0.3,1464.7141358833803,739.1213611475212,351.0,1.1515119212987452,1.162871335390629,0.8681326338847224,0.8766965730785538,1.7,1.8,1.45,1.35,1.2,1.26,2026-03-30,-0.0085639391938313,102600000.0,0.4076664295123919,0.4149826246053963,0.3056769707863976,0.3732352615269646,0.5555555555555555,0.4038212968832462,999.0,0.0005852107019491,not_listed,0.0,0.3209399950268355
Mozambique,1492.4293284843754,288.0,1990-03-06,2026-01-05,1.3125,1.0659722222222223,1.1944444444444444,-0.1284722222222222,0.3506944444444444,0.3263888888888889,5.0,0.8,1.2,2.2,-1.0,0.2,0.0,0.4,10.0,1.0,1.1,2.2,-1.1,0.3,0.2,0.3,20.0,1.55,1.4,1.55,-0.15,0.45,0.2,0.2,50.0,1.34,1.18,1.34,-0.16,0.36,0.22,0.24,1492.4293284843754,647.593197817969,288.0,1.0989254812228493,1.2718781970589434,0.828487360670165,0.9588775841313,1.1,2.2,1.4,1.55,1.18,1.34,2026-01-05,-0.130390223461135,102600000.0,0.4393101355395645,0.4149826246053963,0.2822878880888557,0.3239710786046385,0.3703703703703703,0.3854800856312578,999.0,0.0005852107019491,not_listed,0.0,0.3267078817875996
Guadeloupe,1461.4876233530283,99.0,1990-05-01,2025-06-24,1.3737373737373737,1.4343434343434345,1.393939393939394,0.0404040404040404,0.3939393939393939,0.303030303030303,5.0,1.2,1.4,2.0,-0.6,0.4,0.4,0.0,10.0,1.3,1.4,1.5,-0.1,0.4,0.4,0.2,20.0,1.5,1.4,1.25,0.15,0.45,0.35,0.15,50.0,1.3,1.26,1.36,-0.1,0.36,0.28,0.28,1461.4876233530283,735.6694305088628,99.0,1.320289209308373,1.3932663649179151,0.9953749740373654,1.0503929457499577,1.4,1.5,1.4,1.25,1.26,1.36,2025-06-24,-0.0550179717125922,102600000.0,0.4039825722333419,0.4149826246053963,0.3807447247744353,0.2781831162799464,0.4814814814814814,0.3921268807393241,999.0,0.0005852107019491,not_listed,0.0,0.31904167513974313
Panama,1712.1678348726275,273.0,1991-05-12,2026-01-22,1.4029304029304028,1.3186813186813189,1.3223443223443223,-0.0036630036630036,0.3882783882783883,0.315018315018315,5.0,1.2,1.2,1.2,0.0,0.2,0.0,0.2,10.0,1.7,1.7,1.0,0.7,0.4,0.2,0.2,20.0,1.45,1.6,1.55,0.05,0.4,0.2,0.2,50.0,1.5,1.52,1.38,0.14,0.42,0.24,0.26,1599.549340864291,867.7972033889309,273.0,1.4577923082264053,1.3690691508215738,1.0292608683077775,0.9580639396719416,1.7,1.0,1.6,1.55,1.52,1.38,2026-01-22,0.0668889890758173,34930000.0,0.5616139647128618,0.178803890995088,0.4419025317513008,0.2866624253454088,0.6296296296296295,0.413513566925743,999.0,0.0005852107019491,not_listed,0.0,0.3598674427800948
Angola,1538.4200619055466,289.0,1990-03-06,2025-12-29,1.4705882352941178,1.207612456747405,0.9653979238754326,0.2422145328719723,0.3667820069204152,0.3737024221453287,5.0,1.2,0.8,1.0,-0.2,0.2,0.4,0.6,10.0,1.2,1.0,1.0,0.0,0.2,0.3,0.5,20.0,1.5,0.95,0.75,0.2,0.35,0.4,0.4,50.0,1.44,1.2,0.96,0.24,0.36,0.32,0.36,1538.4200619055466,792.289027857496,289.0,1.142611252673711,0.9098365050021632,0.861422359545512,0.6859319012530478,1.0,1.0,0.95,0.75,1.2,0.96,2025-12-29,0.1754904582924642,52700000.0,0.491819864384146,0.2689512852033567,0.3017181845625369,0.5330953020144854,0.4444444444444444,0.409041241266288,999.0,0.0005852107019491,not_listed,0.0,0.31899822488694607
Iceland,1510.4433806072743,308.0,1990-03-28,2026-03-31,1.146103896103896,1.2792207792207793,1.5324675324675323,-0.2532467532467532,0.3051948051948052,0.2694805194805195,5.0,1.0,1.0,1.8,-0.8,0.2,0.2,0.4,10.0,1.2,1.9,1.9,0.0,0.3,0.2,0.2,20.0,1.1,1.6,2.05,-0.45,0.3,0.25,0.15,50.0,1.12,1.5,1.66,-0.16,0.26,0.26,0.2,1510.4433806072743,673.6995212732735,308.0,1.3744383020947644,1.633801536376925,1.0361983417104497,1.2317340400784538,1.9,1.9,1.6,2.05,1.5,1.66,2026-03-31,-0.1955356983680041,78150000.0,0.4598776047230444,0.3553165488194091,0.4048288348102145,0.2075513980453202,0.4444444444444444,0.3860877782306925,999.0,0.0005852107019491,not_listed,0.0,0.31790505337228936
Kyrgyzstan,1467.3708877577048,166.0,1992-08-23,2026-03-28,1.072289156626506,1.1506024096385543,1.6987951807228916,-0.5481927710843374,0.3012048192771084,0.2289156626506024,5.0,0.6,1.6,2.6,-1.0,0.2,0.0,0.2,10.0,0.8,1.7,2.0,-0.3,0.2,0.0,0.2,20.0,1.1,1.5,1.65,-0.15,0.3,0.1,0.25,50.0,1.24,1.52,1.58,-0.06,0.36,0.16,0.28,1467.3708877577048,624.3168994909672,166.0,1.3516066146856631,1.586476385272955,1.0189853779886842,1.1960552882418736,1.7,2.0,1.5,1.65,1.52,1.58,2026-03-28,-0.1770699102531894,102600000.0,0.4106997649291282,0.4149826246053963,0.3946738932670109,0.2197557221600352,0.2962962962962963,0.3692846458202304,999.0,0.0005852107019491,not_listed,0.0,0.31702866148129394
Lebanon,1442.4823076777227,235.0,1993-01-02,2025-11-26,1.1574468085106382,1.1446808510638298,1.2936170212765958,-0.1489361702127659,0.2851063829787234,0.3148936170212766,5.0,2.0,2.0,0.4,1.6,0.6,0.8,0.2,10.0,1.8,2.0,0.7,1.3,0.5,0.6,0.3,20.0,1.35,1.35,1.05,0.3,0.35,0.5,0.45,50.0,1.2,1.08,1.16,-0.08,0.32,0.38,0.44,1442.4823076777227,847.1170384549753,235.0,1.0830601801763549,1.216283860628138,0.8165264027937298,0.9169646374895368,2.0,0.7,1.35,1.05,1.08,1.16,2025-11-26,-0.1004382346958071,102600000.0,0.3822833320064711,0.4149826246053963,0.2752314142590565,0.3479928328746212,0.6666666666666666,0.3976951260903323,999.0,0.0005852107019491,not_listed,0.0,0.30876790001823584
Niger,1451.1997819536905,163.0,1990-08-19,2026-03-31,1.030674846625767,1.0368098159509205,1.5521472392638036,-0.5153374233128835,0.2699386503067484,0.2085889570552147,5.0,1.6,1.0,0.6,0.4,0.4,0.4,0.4,10.0,1.8,1.7,1.2,0.5,0.5,0.4,0.3,20.0,1.4,1.4,1.2,0.2,0.4,0.25,0.35,50.0,1.06,1.22,1.58,-0.36,0.28,0.2,0.38,1451.1997819536905,813.0399018791608,163.0,1.103263311733044,1.5075035036980515,0.8317576804614822,1.13651709812938,1.7,1.2,1.4,1.2,1.22,1.58,2026-03-31,-0.3047594176678977,102600000.0,0.3922364720498948,0.4149826246053963,0.2842172424316185,0.2418276708758619,0.6666666666666666,0.386601825031601,999.0,0.0005852107019491,not_listed,0.0,0.30477612599142845
Madagascar,1441.828858071097,174.0,1990-08-19,2026-03-28,1.3333333333333333,1.2701149425287357,1.2471264367816093,0.0229885057471264,0.3505747126436782,0.293103448275862,5.0,1.8,2.2,2.2,0.0,0.6,0.0,0.2,10.0,1.1,1.5,1.8,-0.3,0.3,0.0,0.3,20.0,1.3,1.4,1.35,0.05,0.35,0.15,0.35,50.0,1.14,1.2,1.44,-0.24,0.28,0.22,0.4,1441.828858071097,676.8229861319937,174.0,1.2420310473260516,1.3471958830649906,0.9363756158647948,1.015660097556594,1.5,1.8,1.4,1.35,1.2,1.44,2026-03-28,-0.0792844816917994,102600000.0,0.3815372586324441,0.4149826246053963,0.3459375269546091,0.2945894858561042,0.4074074074074074,0.3741034893350523,999.0,0.0005852107019491,not_listed,0.0,0.3102403976665386
Turkmenistan,1427.0928210805705,139.0,1992-06-01,2025-11-18,1.316546762589928,1.6258992805755397,1.5179856115107917,0.1079136690647482,0.3884892086330935,0.2517985611510791,5.0,2.4,2.8,1.2,1.6,0.8,0.2,0.0,10.0,1.3,1.6,1.8,-0.2,0.4,0.1,0.3,20.0,1.0,1.15,1.7,-0.55,0.3,0.05,0.45,50.0,1.08,1.28,1.66,-0.38,0.32,0.1,0.36,1427.0928210805705,646.1917694862567,139.0,1.3724597993117238,1.6367548785960746,1.03470673506668,1.2339605847733464,1.6,1.8,1.15,1.7,1.28,1.66,2025-11-18,-0.1992538497066664,102600000.0,0.3647124496099363,0.4149826246053963,0.4039488481607463,0.2068131786261257,0.4814814814814814,0.3711574656810057,999.0,0.0005852107019491,not_listed,0.0,0.3010810138922497
Jordan,1672.662053399063,356.0,1990-06-01,2026-03-31,1.5224719101123596,1.3904494382022472,0.9747191011235956,0.4157303370786517,0.4101123595505618,0.4185393258426966,5.0,2.0,2.2,1.2,1.0,0.6,0.4,0.0,10.0,1.1,1.7,1.7,0.0,0.3,0.3,0.2,20.0,1.5,1.75,1.1,0.65,0.4,0.4,0.25,50.0,1.7,1.9,1.24,0.66,0.52,0.44,0.18,1634.7551063848398,817.6397978731779,356.0,1.506524828147446,1.0302720125921143,1.1017195732546776,0.7734047019476361,1.7,1.7,1.75,1.1,1.9,1.24,2026-03-31,0.3590502221607486,18350000.0,0.601810001256148,0.0377057126186037,0.4635774908633418,0.4472149288553523,0.4074074074074074,0.3974195322928475,999.0,0.0005852107019491,not_listed,0.0,0.31952781631993904
Burundi,1420.2092787025254,173.0,1992-06-21,2025-10-14,1.2658959537572254,1.1445086705202312,1.1676300578034682,-0.0231213872832369,0.3352601156069364,0.3121387283236994,5.0,0.8,0.2,1.0,-0.8,0.2,0.4,0.8,10.0,1.1,0.9,1.0,-0.1,0.3,0.4,0.7,20.0,1.1,1.15,1.55,-0.4,0.3,0.2,0.5,50.0,1.14,1.26,1.24,0.02,0.28,0.18,0.4,1420.2092787025254,679.0941754161364,173.0,1.1967870232029303,1.2325934253341977,0.902265839749538,0.9292605287468464,0.9,1.0,1.15,1.55,1.26,1.24,2025-10-14,-0.0269946889973081,102600000.0,0.3568531936930705,0.4149826246053963,0.3258141601654142,0.3407210280323218,0.4074074074074074,0.3693652929143249,999.0,0.0005852107019491,not_listed,0.0,0.3036727368092385
Rwanda,1422.8251741861911,249.0,1995-11-26,2026-03-30,1.21285140562249,1.036144578313253,1.1485943775100402,-0.1124497991967871,0.3132530120481928,0.321285140562249,5.0,1.8,1.4,0.4,1.0,0.6,0.6,0.4,10.0,1.3,1.0,1.0,0.0,0.4,0.3,0.5,20.0,1.15,0.75,1.0,-0.25,0.3,0.3,0.55,50.0,1.08,0.84,1.0,-0.16,0.26,0.3,0.52,1422.8251741861911,716.271328383786,249.0,0.9293464382718508,1.0625430503521744,0.7006405720388668,0.8010583997061617,1.0,1.0,0.75,1.0,0.84,1.0,2026-03-30,-0.1004178276672949,102600000.0,0.3598398814954838,0.4149826246053963,0.2068635343271915,0.4275102605008568,0.4814814814814814,0.3729938320471239,999.0,0.0005852107019491,not_listed,0.0,0.3003968891095021
Martinique,1440.2983920507954,114.0,1990-04-29,2026-03-26,1.3157894736842106,1.394736842105263,1.368421052631579,0.0263157894736842,0.3421052631578947,0.3157894736842105,5.0,0.4,0.4,1.2,-0.8,0.0,0.2,0.8,10.0,1.0,0.8,1.2,-0.4,0.2,0.3,0.4,20.0,0.75,0.85,1.65,-0.8,0.15,0.25,0.4,50.0,1.1,1.16,1.42,-0.26,0.28,0.32,0.34,1440.2983920507954,632.134276422858,114.0,1.1084697567236428,1.4484736444893125,0.8356828545906102,1.0920140876048088,0.8,1.2,0.85,1.65,1.16,1.42,2026-03-26,-0.2563312330141986,102600000.0,0.3797898554111054,0.4149826246053963,0.2865329339344006,0.2598976418692294,0.3703703703703703,0.3556737289528174,999.0,0.0005852107019491,not_listed,0.0,0.3024331867396083
